local_time,pv_electricity,wind_electricity,total_renewable_energy
06:02:00,0.0005501872659175873,0.24963820224719097,0.25018838951310857
06:03:00,0.0008252808988764,0.24943483146067416,0.25026011235955054
06:04:00,0.0011003745318351908,0.24923146067415725,0.25033183520599245
06:05:00,0.0013754681647939811,0.24902808988764044,0.2504035580524344
06:06:00,0.0016505617977528044,0.24882471910112358,0.2504752808988764
06:07:00,0.00192565543071159,0.24862134831460672,0.2505470037453183
06:08:00,0.0022007490636703924,0.24841797752808986,0.25061872659176027
06:09:00,0.0024758426966292,0.24821460674157303,0.25069044943820223
06:10:00,0.002750936329587985,0.24801123595505614,0.25076217228464415
06:11:00,0.00302602996254679,0.24780786516853928,0.2508338951310861
06:12:00,0.0033011235955056136,0.24760449438202248,0.2509056179775281
06:13:00,0.0035762172284643967,0.24740112359550562,0.25097734082397
06:14:00,0.003851310861423201,0.24719775280898876,0.25104906367041196
06:15:00,0.0041264044943820225,0.2469943820224719,0.25112078651685393
06:16:00,0.004401498127340803,0.24679101123595504,0.25119250936329585
06:17:00,0.004676591760299592,0.24658764044943818,0.2512642322097378
06:18:00,0.004951685393258414,0.24638426966292135,0.2513359550561798
06:19:00,0.005226779026217201,0.24618089887640446,0.2514076779026217
06:20:00,0.005501872659176001,0.2459775280898876,0.25147940074906366
06:21:00,0.00577696629213482,0.24577415730337077,0.25155112359550563
06:22:00,0.006052059925093605,0.2455707865168539,0.25162284644194755
06:23:00,0.006327153558052407,0.24536741573033705,0.25169456928838946
06:24:00,0.0066022471910112315,0.2451640449438202,0.2517662921348315
06:25:00,0.006877340823970015,0.24496067415730333,0.2518380149812734
06:26:00,0.007152434456928817,0.2447573033707865,0.2519097378277153
06:27:00,0.007427528089887635,0.24455393258426966,0.2519814606741573
06:28:00,0.007702621722846422,0.24435056179775277,0.25205318352059924
06:29:00,0.00797771535580522,0.24414719101123594,0.25212490636704116
06:30:00,0.008252808988764045,0.24394382022471908,0.2521966292134831
06:31:00,0.008527902621722821,0.24374044943820222,0.2522683520599251
06:32:00,0.008802996254681627,0.24353707865168536,0.252340074906367
06:33:00,0.009078089887640441,0.24333370786516856,0.252411797752809
06:34:00,0.009353183520599216,0.24313033707865164,0.2524835205992509
06:35:00,0.009628277153558027,0.24292696629213478,0.25255524344569286
06:36:00,0.009903370786516841,0.24272359550561798,0.2526269662921348
06:37:00,0.010178464419475626,0.24252022471910112,0.25269868913857674
06:38:00,0.01045355805243443,0.24231685393258426,0.2527704119850187
06:39:00,0.010728651685393246,0.2421134831460674,0.2528421348314607
06:40:00,0.011003745318352031,0.24191011235955054,0.2529138576779026
06:41:00,0.011278838951310835,0.24170674157303368,0.2529855805243445
06:42:00,0.011553932584269651,0.24150337078651685,0.2530573033707865
06:43:00,0.011829026217228436,0.24129999999999996,0.25312902621722844
06:44:00,0.01210411985018724,0.24109662921348313,0.2532007490636704
06:45:00,0.012379213483146054,0.24089325842696627,0.2532724719101123
06:46:00,0.01265430711610484,0.2406898876404494,0.2533441947565543
06:47:00,0.012929400749063642,0.24048651685393257,0.2534159176029962
06:48:00,0.013204494382022466,0.24028314606741574,0.25348764044943817
06:49:00,0.013479588014981248,0.24007977528089885,0.25355936329588014
06:50:00,0.013754681647940052,0.239876404494382,0.2536310861423221
06:51:00,0.014029775280898861,0.23967303370786516,0.2537028089887641
06:52:00,0.014304868913857655,0.23946966292134828,0.25377453183520593
06:53:00,0.014579962546816452,0.23926629213483142,0.2538462546816479
06:54:00,0.014855056179775276,0.23906292134831458,0.25391797752808987
06:55:00,0.015130149812734054,0.23885955056179772,0.2539897003745318
06:56:00,0.015405243445692864,0.23865617977528086,0.25406142322097375
